family	genus	species	taxid	segment	refseqs	neighbor-count
Reoviridae	Aquareovirus	Aquareovirus E	2083444	10	NC_038642	1
Reoviridae	Aquareovirus	Aquareovirus E	2083444	7	NC_038643	1
Reoviridae	Aquareovirus	Aquareovirus E	2083444	11	NC_038644	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	1	NC_010584	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	2	NC_010585	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	3	NC_010586	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	4	NC_010587	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	5	NC_010588	2
Reoviridae	Aquareovirus	Aquareovirus G	519014	6	NC_010589	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	7	NC_010590	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	8	NC_010591	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	9	NC_010592	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	10	NC_010593	1
Reoviridae	Aquareovirus	Aquareovirus G	519014	11	NC_010594	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	1	NC_030405	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	6	NC_030406	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	7	NC_030407	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	8	NC_030408	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	9	NC_030409	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	10	NC_030410	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	11	NC_030411	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	2	NC_030412	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	3	NC_030413	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	4	NC_030414	1
Reoviridae	Aquareovirus	Etheostoma fonticola aquareovirus	1862978	5	NC_030415	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	7	NC_034162	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	8	NC_034163	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	9	NC_034164	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	10	NC_034165	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	11	NC_034166	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	1	NC_034168	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	2	NC_034169	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	3	NC_034170	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	4	NC_034171	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	5	NC_034172	1
Reoviridae	Aquareovirus	Fall chinook aquareovirus	1963254	6	NC_034173	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	9	NC_004180	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	1	NC_004181	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	2	NC_004182	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	3	NC_004183	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	4	NC_004184	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	5	NC_004185	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	6	NC_004186	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	7	NC_004187	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	8	NC_004188	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	10	NC_004189	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	12	NC_004190	1
Reoviridae	Coltivirus	Colorado tick fever virus	46839	11	NC_004191	1
Reoviridae	Coltivirus	Eyach virus	62352	1	NC_003696	2
Reoviridae	Coltivirus	Eyach virus	62352	2	NC_003697	2
Reoviridae	Coltivirus	Eyach virus	62352	3	NC_003698	2
Reoviridae	Coltivirus	Eyach virus	62352	4	NC_003699	2
Reoviridae	Coltivirus	Eyach virus	62352	5	NC_003700	2
Reoviridae	Coltivirus	Eyach virus	62352	6	NC_003701	2
Reoviridae	Coltivirus	Eyach virus	62352	7	NC_003702	2
Reoviridae	Coltivirus	Eyach virus	62352	8	NC_003703	2
Reoviridae	Coltivirus	Eyach virus	62352	9	NC_003704	2
Reoviridae	Coltivirus	Eyach virus	62352	10	NC_003705	2
Reoviridae	Coltivirus	Eyach virus	62352	11	NC_003706	2
Reoviridae	Coltivirus	Eyach virus	62352	12	NC_003707	2
Reoviridae	Orbivirus	African horse sickness virus	40050	2	NC_005996	63
Reoviridae	Orbivirus	African horse sickness virus	40050	10	NC_006009	415
Reoviridae	Orbivirus	African horse sickness virus	40050	7	NC_006011	275
Reoviridae	Orbivirus	African horse sickness virus	40050	4	NC_006012	219
Reoviridae	Orbivirus	African horse sickness virus	40050	8	NC_006016	257
Reoviridae	Orbivirus	African horse sickness virus	40050	3	NC_006017	231
Reoviridae	Orbivirus	African horse sickness virus	40050	6	NC_006018	230
Reoviridae	Orbivirus	African horse sickness virus	40050	9	NC_006019	221
Reoviridae	Orbivirus	African horse sickness virus	40050	5	NC_006020	261
Reoviridae	Orbivirus	African horse sickness virus	40050	1	NC_006021	227
Reoviridae	Orbivirus	Bluetongue virus	40051	8	NC_006007	593
Reoviridae	Orbivirus	Bluetongue virus	40051	9	NC_006008	633
Reoviridae	Orbivirus	Bluetongue virus	40051	6	NC_006010	632
Reoviridae	Orbivirus	Bluetongue virus	40051	2	NC_006013	254
Reoviridae	Orbivirus	Bluetongue virus	40051	3	NC_006014	599
Reoviridae	Orbivirus	Bluetongue virus	40051	10	NC_006015	809
Reoviridae	Orbivirus	Bluetongue virus	40051	7	NC_006022	635
Reoviridae	Orbivirus	Bluetongue virus	40051	1	NC_006023	551
Reoviridae	Orbivirus	Bluetongue virus	40051	4	NC_006024	558
Reoviridae	Orbivirus	Bluetongue virus	40051	5	NC_006025	618
Reoviridae	Orbivirus	Changuinola virus	40052	2	NC_022633	1
Reoviridae	Orbivirus	Changuinola virus	40052	3	NC_022634	18
Reoviridae	Orbivirus	Changuinola virus	40052	5	NC_022635	6
Reoviridae	Orbivirus	Changuinola virus	40052	7	NC_022636	18
Reoviridae	Orbivirus	Changuinola virus	40052	8	NC_022637	18
Reoviridae	Orbivirus	Changuinola virus	40052	10	NC_022638	18
Reoviridae	Orbivirus	Changuinola virus	40052	1	NC_022639	18
Reoviridae	Orbivirus	Changuinola virus	40052	4	NC_022640	18
Reoviridae	Orbivirus	Changuinola virus	40052	6	NC_022641	18
Reoviridae	Orbivirus	Changuinola virus	40052	9	NC_022642	18
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	1	NC_027553	2
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	2	NC_027554	2
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	3	NC_027555	1
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	4	NC_027556	1
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	5	NC_027557	2
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	6	NC_027558	2
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	7	NC_027559	2
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	8	NC_027560	2
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	9	NC_027561	2
Reoviridae	Orbivirus	Chobar Gorge virus	1679172	10	NC_027562	2
Reoviridae	Orbivirus	Corriparta virus	40053	2	NC_038564	1
Reoviridae	Orbivirus	Corriparta virus	40053	4	NC_038565	1
Reoviridae	Orbivirus	Corriparta virus	40053	5	NC_038566	1
Reoviridae	Orbivirus	Corriparta virus	40053	9	NC_038567	1
Reoviridae	Orbivirus	Corriparta virus	40053	1	NC_038568	1
Reoviridae	Orbivirus	Corriparta virus	40053	10	NC_038569	1
Reoviridae	Orbivirus	Corriparta virus	40053	3	NC_038570	1
Reoviridae	Orbivirus	Corriparta virus	40053	6	NC_038571	1
Reoviridae	Orbivirus	Corriparta virus	40053	7	NC_038572	1
Reoviridae	Orbivirus	Corriparta virus	40053	8	NC_038573	1
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	1	NC_013396	76
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	2	NC_013397	50
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	3	NC_013398	97
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	4	NC_013399	74
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	5	NC_013400	84
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	6	NC_013401	96
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	7	NC_013402	132
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	8	NC_013403	78
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	9	NC_013404	71
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	10	NC_013405	106
Reoviridae	Orbivirus	Equine encephalosis virus	201490	1	NC_038574	1
Reoviridae	Orbivirus	Equine encephalosis virus	201490	3	NC_038575	1
Reoviridae	Orbivirus	Equine encephalosis virus	201490	5	NC_038576	1
Reoviridae	Orbivirus	Equine encephalosis virus	201490	6	NC_038577	1
Reoviridae	Orbivirus	Equine encephalosis virus	201490	7	NC_038578	1
Reoviridae	Orbivirus	Equine encephalosis virus	201490	9	NC_038579	1
Reoviridae	Orbivirus	Equine encephalosis virus	201490	10	NC_038580	1
Reoviridae	Orbivirus	Equine encephalosis virus	201490	4	NC_038581	1
Reoviridae	Orbivirus	Equine encephalosis virus	201490	2	NC_038582	1
Reoviridae	Orbivirus	Equine encephalosis virus	201490	8	NC_038583	1
Reoviridae	Orbivirus	Great Island virus	204269	1	NC_014522	20
Reoviridae	Orbivirus	Great Island virus	204269	2	NC_014523	20
Reoviridae	Orbivirus	Great Island virus	204269	3	NC_014524	14
Reoviridae	Orbivirus	Great Island virus	204269	4	NC_014525	13
Reoviridae	Orbivirus	Great Island virus	204269	5	NC_014526	4
Reoviridae	Orbivirus	Great Island virus	204269	6	NC_014527	18
Reoviridae	Orbivirus	Great Island virus	204269	7	NC_014528	16
Reoviridae	Orbivirus	Great Island virus	204269	8	NC_014529	3
Reoviridae	Orbivirus	Great Island virus	204269	9	NC_014530	10
Reoviridae	Orbivirus	Great Island virus	204269	10	NC_014531	13
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	7	NC_040474	1
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	10	NC_040475	1
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	3	NC_040476	1
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	8	NC_040477	1
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	1	NC_040478	1
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	2	NC_040479	1
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	6	NC_040480	1
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	5	NC_040481	1
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	9	NC_040482	1
Reoviridae	Orbivirus	Guangxi orbivirus	2306813	4	NC_040847	1
Reoviridae	Orbivirus	Lebombo virus	40057	1	NC_038594	1
Reoviridae	Orbivirus	Lebombo virus	40057	3	NC_038595	1
Reoviridae	Orbivirus	Lebombo virus	40057	4	NC_038596	1
Reoviridae	Orbivirus	Lebombo virus	40057	6	NC_038597	1
Reoviridae	Orbivirus	Lebombo virus	40057	8	NC_038598	1
Reoviridae	Orbivirus	Lebombo virus	40057	7	NC_038599	1
Reoviridae	Orbivirus	Lebombo virus	40057	2	NC_038600	1
Reoviridae	Orbivirus	Lebombo virus	40057	5	NC_038601	1
Reoviridae	Orbivirus	Lebombo virus	40057	10	NC_038602	1
Reoviridae	Orbivirus	Lebombo virus	40057	9	NC_038603	1
Reoviridae	Orbivirus	Mobuck virus	1408137	2	NC_022620	1
Reoviridae	Orbivirus	Mobuck virus	1408137	4	NC_022621	2
Reoviridae	Orbivirus	Mobuck virus	1408137	6	NC_022622	2
Reoviridae	Orbivirus	Mobuck virus	1408137	7	NC_022623	2
Reoviridae	Orbivirus	Mobuck virus	1408137	9	NC_022624	1
Reoviridae	Orbivirus	Mobuck virus	1408137	10	NC_022625	1
Reoviridae	Orbivirus	Mobuck virus	1408137	1	NC_022626	2
Reoviridae	Orbivirus	Mobuck virus	1408137	3	NC_022627	2
Reoviridae	Orbivirus	Mobuck virus	1408137	5	NC_022628	2
Reoviridae	Orbivirus	Mobuck virus	1408137	8	NC_022629	1
Reoviridae	Orbivirus	Orungo virus	40058	1	NC_038604	1
Reoviridae	Orbivirus	Orungo virus	40058	2	NC_038605	1
Reoviridae	Orbivirus	Orungo virus	40058	4	NC_038606	1
Reoviridae	Orbivirus	Orungo virus	40058	7	NC_038607	1
Reoviridae	Orbivirus	Orungo virus	40058	8	NC_038608	1
Reoviridae	Orbivirus	Orungo virus	40058	6	NC_038609	1
Reoviridae	Orbivirus	Orungo virus	40058	3	NC_038610	1
Reoviridae	Orbivirus	Orungo virus	40058	5	NC_038611	1
Reoviridae	Orbivirus	Orungo virus	40058	9	NC_038612	1
Reoviridae	Orbivirus	Orungo virus	40058	10	NC_038613	1
Reoviridae	Orbivirus	Palyam virus	40059	2	NC_005986	14
Reoviridae	Orbivirus	Palyam virus	40059	6	NC_005987	25
Reoviridae	Orbivirus	Palyam virus	40059	7	NC_005988	27
Reoviridae	Orbivirus	Palyam virus	40059	3	NC_005989	25
Reoviridae	Orbivirus	Palyam virus	40059	1	NC_005990	24
Reoviridae	Orbivirus	Palyam virus	40059	4	NC_005991	25
Reoviridae	Orbivirus	Palyam virus	40059	9	NC_005992	25
Reoviridae	Orbivirus	Palyam virus	40059	5	NC_005993	25
Reoviridae	Orbivirus	Palyam virus	40059	8	NC_005994	25
Reoviridae	Orbivirus	Palyam virus	40059	10	NC_005995	25
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	1	NC_007748	1
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	2	NC_007749	1
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	3	NC_007750	1
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	4	NC_007751	1
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	6	NC_007752	1
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	9	NC_007753	2
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	8	NC_007754	1
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	5	NC_007755	1
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	7	NC_007756	1
Reoviridae	Orbivirus	Peruvian horse sickness virus	356862	10	NC_007757	2
Reoviridae	Orbivirus	St Croix River virus	104581	1	NC_005997	1
Reoviridae	Orbivirus	St Croix River virus	104581	2	NC_005998	1
Reoviridae	Orbivirus	St Croix River virus	104581	3	NC_005999	1
Reoviridae	Orbivirus	St Croix River virus	104581	4	NC_006000	1
Reoviridae	Orbivirus	St Croix River virus	104581	5	NC_006001	1
Reoviridae	Orbivirus	St Croix River virus	104581	6	NC_006002	1
Reoviridae	Orbivirus	St Croix River virus	104581	7	NC_006003	1
Reoviridae	Orbivirus	St Croix River virus	104581	8	NC_006004	1
Reoviridae	Orbivirus	St Croix River virus	104581	9	NC_006005	1
Reoviridae	Orbivirus	St Croix River virus	104581	10	NC_006006	1
Reoviridae	Orbivirus	Stretch Lagoon orbivirus	559180	1	NC_012754	1
Reoviridae	Orbivirus	Stretch Lagoon orbivirus	559180	2	NC_012755	1
Reoviridae	Orbivirus	Umatilla virus	40060	9	NC_024499	3
Reoviridae	Orbivirus	Umatilla virus	40060	10	NC_024500	3
Reoviridae	Orbivirus	Umatilla virus	40060	1	NC_024503	3
Reoviridae	Orbivirus	Umatilla virus	40060	2	NC_024504	3
Reoviridae	Orbivirus	Umatilla virus	40060	3	NC_024505	2
Reoviridae	Orbivirus	Umatilla virus	40060	4	NC_024506	3
Reoviridae	Orbivirus	Umatilla virus	40060	5	NC_024507	3
Reoviridae	Orbivirus	Umatilla virus	40060	6	NC_024508	3
Reoviridae	Orbivirus	Umatilla virus	40060	7	NC_024509	3
Reoviridae	Orbivirus	Umatilla virus	40060	8	NC_024510	3
Reoviridae	Orbivirus	Warrego virus	40062	1	NC_038614	1
Reoviridae	Orbivirus	Warrego virus	40062	3	NC_038615	1
Reoviridae	Orbivirus	Warrego virus	40062	4	NC_038616	1
Reoviridae	Orbivirus	Warrego virus	40062	10	NC_038617	1
Reoviridae	Orbivirus	Warrego virus	40062	5	NC_038618	1
Reoviridae	Orbivirus	Warrego virus	40062	9	NC_038619	1
Reoviridae	Orbivirus	Warrego virus	40062	2	NC_038620	1
Reoviridae	Orbivirus	Warrego virus	40062	6	NC_038621	1
Reoviridae	Orbivirus	Warrego virus	40062	8	NC_038622	1
Reoviridae	Orbivirus	Warrego virus	40062	7	NC_038623	1
Reoviridae	Orbivirus	Yunnan orbivirus	306276	1	NC_007656	2
Reoviridae	Orbivirus	Yunnan orbivirus	306276	2	NC_007657	1
Reoviridae	Orbivirus	Yunnan orbivirus	306276	3	NC_007658	2
Reoviridae	Orbivirus	Yunnan orbivirus	306276	4	NC_007659	3
Reoviridae	Orbivirus	Yunnan orbivirus	306276	5	NC_007660	2
Reoviridae	Orbivirus	Yunnan orbivirus	306276	6	NC_007661	3
Reoviridae	Orbivirus	Yunnan orbivirus	306276	7	NC_007662	3
Reoviridae	Orbivirus	Yunnan orbivirus	306276	8	NC_007663	1
Reoviridae	Orbivirus	Yunnan orbivirus	306276	9	NC_007664	7
Reoviridae	Orbivirus	Yunnan orbivirus	306276	10	NC_007665	4
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	L1	NC_015126	97
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	L2	NC_015127	86
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	L3	NC_015128	93
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	M1	NC_015129	109
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	M2	NC_015130	114
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	M3	NC_015131	113
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	S1	NC_015132	54
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	S2	NC_015133	119
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	S3	NC_015134	124
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	S4	NC_015135	181
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	L1	NC_015877	1
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	L2	NC_015878	1
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	L3	NC_015879	1
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	M1	NC_015880	1
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	M2	NC_015881	1
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	M3	NC_015882	1
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	S1	NC_015883	1
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	S2	NC_015884	1
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	S4	NC_015885	1
Reoviridae	Orthoreovirus	Baboon orthoreovirus	75888	S3	NC_015886	1
Reoviridae	Orthoreovirus	Broome virus	667093	L1	NC_014236	1
Reoviridae	Orthoreovirus	Broome virus	667093	L2	NC_014237	1
Reoviridae	Orthoreovirus	Broome virus	667093	L3	NC_014238	1
Reoviridae	Orthoreovirus	Broome virus	667093	M1	NC_014239	1
Reoviridae	Orthoreovirus	Broome virus	667093	M2	NC_014240	1
Reoviridae	Orthoreovirus	Broome virus	667093	M3	NC_014241	1
Reoviridae	Orthoreovirus	Broome virus	667093	S1	NC_014242	1
Reoviridae	Orthoreovirus	Broome virus	667093	S2	NC_014243	1
Reoviridae	Orthoreovirus	Broome virus	667093	S3	NC_014244	1
Reoviridae	Orthoreovirus	Broome virus	667093	S4	NC_014245	1
Reoviridae	Orthoreovirus	Bush viper reovirus	1462685	S3	NC_023817	1
Reoviridae	Orthoreovirus	Bush viper reovirus	1462685	S4	NC_023818	1
Reoviridae	Orthoreovirus	Bush viper reovirus	1462685	M3	NC_023820	1
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L1	NC_013225	57
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L2	NC_013226	62
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	M1	NC_013227	69
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	M2	NC_013228	61
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L3	NC_013229	57
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	M3	NC_013230	57
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S1	NC_013231	82
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S2	NC_013232	62
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S3	NC_013233	62
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S4	NC_013234	67
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	S4	NC_038658	3
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	S2	NC_038659	3
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	L2	NC_038660	2
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	M1	NC_038661	2
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	L3	NC_038662	2
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	S3	NC_038663	3
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	M2	NC_038664	2
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	L1	NC_038665	2
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	M3	NC_038666	2
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	118027	S1	NC_038667	2
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	L2	NC_036468	25
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	M1	NC_036469	25
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	M2	NC_036470	25
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	M3	NC_036471	26
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	S1	NC_036472	82
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	S2	NC_036473	25
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	S3	NC_036474	26
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	S4	NC_036475	27
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	L1	NC_036476	26
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	L3	NC_036477	9
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	L1	NC_020439,NC_025801	14
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	L3	NC_025803,NC_020440	14
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	M1	NC_020441,NC_025804	14
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	M2	NC_020442,NC_025808	14
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	M3	NC_025805,NC_020443	14
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	S2	NC_025809,NC_020444	14
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	S3	NC_025807,NC_020445	16
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	S4	NC_020446,NC_025810	14
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	L2	NC_025802,NC_020447	14
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	S1	NC_025806,NC_020448	2
Reoviridae	Orthoreovirus	Reptilian orthoreovirus	226613	L1	NC_023813	2
Reoviridae	Orthoreovirus	Reptilian orthoreovirus	226613	L2	NC_023814	1
Reoviridae	Orthoreovirus	Reptilian orthoreovirus	226613	M2	NC_023815	2
Reoviridae	Orthoreovirus	Reptilian orthoreovirus	226613	M1	NC_023816	1
Reoviridae	Orthoreovirus	Reptilian orthoreovirus	226613	L3	NC_023819	2
Reoviridae	Orthoreovirus	Reptilian orthoreovirus	226613	S2	NC_023821	1
Reoviridae	Orthoreovirus	Reptilian orthoreovirus	226613	S1	NC_023822	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	7	NC_040405	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	8	NC_040406	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	11	NC_040407	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	3	NC_040408	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	4	NC_040409	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	5	NC_040410	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	6	NC_040411	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	9	NC_040412	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	2	NC_040413	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	1	NC_040414	1
Reoviridae	Rotavirus	Bat rotavirus	1340801	10	NC_040415	1
Reoviridae	Rotavirus	Rotavirus A	28875	5	NC_011500	3351
Reoviridae	Rotavirus	Rotavirus A	28875	7	NC_011501	3996
Reoviridae	Rotavirus	Rotavirus A	28875	8	NC_011502	4117
Reoviridae	Rotavirus	Rotavirus A	28875	9	NC_011503	14548
Reoviridae	Rotavirus	Rotavirus A	28875	10	NC_011504	5884
Reoviridae	Rotavirus	Rotavirus A	28875	11	NC_011505	4217
Reoviridae	Rotavirus	Rotavirus A	28875	2	NC_011506	3936
Reoviridae	Rotavirus	Rotavirus A	28875	1	NC_011507	3957
Reoviridae	Rotavirus	Rotavirus A	28875	3	NC_011508	3882
Reoviridae	Rotavirus	Rotavirus A	28875	6	NC_011509	5908
Reoviridae	Rotavirus	Rotavirus A	28875	4	NC_011510	10933
Reoviridae	Rotavirus	Rotavirus B	28876	1	NC_021541	46
Reoviridae	Rotavirus	Rotavirus B	28876	9	NC_021542	212
Reoviridae	Rotavirus	Rotavirus B	28876	4	NC_021543	15
Reoviridae	Rotavirus	Rotavirus B	28876	6	NC_021544	123
Reoviridae	Rotavirus	Rotavirus B	28876	2	NC_021545	46
Reoviridae	Rotavirus	Rotavirus B	28876	5	NC_021546	26
Reoviridae	Rotavirus	Rotavirus B	28876	7	NC_021547	11
Reoviridae	Rotavirus	Rotavirus B	28876	8	NC_021548	69
Reoviridae	Rotavirus	Rotavirus B	28876	11	NC_021549	24
Reoviridae	Rotavirus	Rotavirus B	28876	10	NC_021550	17
Reoviridae	Rotavirus	Rotavirus B	28876	3	NC_021551	46
Reoviridae	Rotavirus	Rotavirus C	36427	6	NC_007543	86
Reoviridae	Rotavirus	Rotavirus C	36427	7	NC_007544	83
Reoviridae	Rotavirus	Rotavirus C	36427	9	NC_007545	90
Reoviridae	Rotavirus	Rotavirus C	36427	2	NC_007546	91
Reoviridae	Rotavirus	Rotavirus C	36427	1	NC_007547	87
Reoviridae	Rotavirus	Rotavirus C	36427	10	NC_007569	96
Reoviridae	Rotavirus	Rotavirus C	36427	5	NC_007570	197
Reoviridae	Rotavirus	Rotavirus C	36427	8	NC_007571	450
Reoviridae	Rotavirus	Rotavirus C	36427	3	NC_007572	124
Reoviridae	Rotavirus	Rotavirus C	36427	11	NC_007573	96
