accession	country	year	entry_create_year	taxid	species
MW945793	Thailand	1994	2021	11053	Dengue virus
KU509274	Philippines	2010	2017	11060	Dengue virus
KJ189360	Puerto Rico	2010	2014	11053	Dengue virus
FJ547081	USA: Puerto Rico	2001	2009	11069	Dengue virus
KJ189321	Mexico	2007	2014	11053	Dengue virus
MW946191	Thailand	1998	2021	11053	Dengue virus
AF514883	None	None	2002	11053	Dengue virus
KY586318	Thailand	2006	2017	12637	Dengue virus
MW945835	Thailand	1997	2021	11053	Dengue virus
MW946128	Thailand	2006	2021	11053	Dengue virus
KX380815	Singapore	2012	2016	11060	Dengue virus
JX286522	Brazil	2010	2013	11060	Dengue virus
MG840533	China	2014	2019	11053	Dengue virus
JQ045632	Viet Nam	None	2012	11053	Dengue virus
KR919820	Brunei	2014	2016	12637	Dengue virus
KX372564	Australia	2015	2016	11060	Dengue virus
MG560143	India	2014	2018	11060	Dengue virus
MN018296	China: Guangdong Province	2015	2020	11053	Dengue virus
EU081246	Singapore	2005	2007	11053	Dengue virus
FJ432721	Nicaragua: Managua	2005	2008	11053	Dengue virus
GQ868535	Mexico: Yucatan	2008	2009	11053	Dengue virus
MK564483	China: Guangzhou	2017	2019	11060	Dengue virus
MN448632	Thailand	2010	2020	11053	Dengue virus
KY586432	Thailand	2006	2017	12637	Dengue virus
JF920393	Nicaragua: Managua	2009	2011	11069	Dengue virus
MW946254	Thailand	1995	2021	11053	Dengue virus
MF033231	Singapore	2015	2018	11053	Dengue virus
MG840566	China	2016	2019	11053	Dengue virus
HM631856	Nicaragua: Managua	2009	2010	11069	Dengue virus
MF156242	China	2015	2018	11060	Dengue virus
EU482537	Viet Nam: south	2006	2008	11053	Dengue virus
KU509272	Thailand	2009	2017	11060	Dengue virus
GU131683	Viet Nam: South	2008	2009	11053	Dengue virus
EU529684	Venezuela: DF/Caracas	2001	2008	11069	Dengue virus
MN018350	China: Guangdong Province	2016	2020	11060	Dengue virus
MG840573	China	2016	2019	11053	Dengue virus
KY849734	Laos: Vientiane	2010	2018	11053	Dengue virus
HQ332184	Venezuela	2006	2012	11060	Dengue virus
HQ891315	Sri Lanka	2009	2011	11053	Dengue virus
GQ199859	Nicaragua: Managua	2008	2009	11053	Dengue virus
EU482738	USA: Puerto Rico	1998	2008	11060	Dengue virus
EU687238	USA: Puerto Rico	2003	2008	11060	Dengue virus
GU131806	Viet Nam: South	2008	2009	11053	Dengue virus
KY586476	Thailand	2006	2017	12637	Dengue virus
KM403631	Singapore	2013	2016	11053	Dengue virus
MF033247	Singapore	2016	2018	11053	Dengue virus
CS805346	None	None	2007	12637	Dengue virus
EU482528	Viet Nam: south	2006	2008	11053	Dengue virus
GQ398269	Puerto Rico	1994	2010	11060	Dengue virus
FJ410272	Viet Nam: South	2008	2008	11053	Dengue virus
GU131774	Viet Nam: South	2008	2009	11053	Dengue virus
KX225488	China	2015	2017	11053	Dengue virus
FJ024449	Viet Nam: South	2007	2008	11053	Dengue virus
KY586909	Thailand	2000	2017	12637	Dengue virus
KF824903	China	2013	2014	11069	Dengue virus
KX380837	Singapore	2013	2016	11060	Dengue virus
EU482629	Nicaragua: Managua	2007	2008	11060	Dengue virus
FJ205885	Nicaragua: Managua	2008	2008	11060	Dengue virus
MW946090	Thailand	2000	2021	11053	Dengue virus
EU482564	USA: Puerto Rico	2003	2008	11069	Dengue virus
FM210212	Viet Nam:South	2003	2008	11060	Dengue virus
MW945791	Thailand	1999	2021	11053	Dengue virus
MW945911	Thailand	1998	2021	11053	Dengue virus
KX452031	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
GQ199808	Viet Nam: South	2007	2009	11053	Dengue virus
FJ547083	USA: Puerto Rico	2002	2009	11069	Dengue virus
EU660417	Viet Nam: South	2007	2008	11060	Dengue virus
KM279564	Singapore	2012	2015	11060	Dengue virus
MW945855	Thailand	2001	2021	11053	Dengue virus
FJ882595	USA: Puerto Rico	1998	2009	11070	Dengue virus
KX452037	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
GU131829	Viet Nam: South	2008	2009	11053	Dengue virus
JN638340	Thailand: Kampheang-Phet	1997	2011	11053	Dengue virus
GU131873	Brazil: Sao Paulo	2007	2009	11069	Dengue virus
KX452027	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
MH891767	India: Nilgiri,Tamil Nadu	2017	2019	11053	Dengue virus
KY586516	Thailand	1998	2017	12637	Dengue virus
HE795086	France	2008	2014	11053	Dengue virus
JQ915085	New Caledonia: Noumea	2008	2013	11070	Dengue virus
EU660410	Viet Nam: South	2006	2008	11069	Dengue virus
JQ045647	Viet Nam	None	2012	11053	Dengue virus
MN448662	Thailand	2011	2020	11053	Dengue virus
MH827549	China	2017	2019	11060	Dengue virus
LC069810	Japan	2015	2016	11070	Dengue virus
JQ513340	Brazil: Boa Vista-RR	2010	2012	11070	Dengue virus
FJ024455	Viet Nam: South	2007	2008	11053	Dengue virus
GQ868508	Mexico: Yucatan	2007	2009	11053	Dengue virus
JX669492	Brazil: Pernambuco	2005	2013	11069	Dengue virus
FJ639717	Cambodia: KCH	2007	2009	11060	Dengue virus
EU482818	Viet Nam: south	2006	2008	11053	Dengue virus
MW577833	Brazil	2011	2021	11060	Dengue virus
FM210210	Viet Nam:South	2003	2008	11060	Dengue virus
MH048675	Malaysia	2014	2020	11060	Dengue virus
MF033249	Singapore	2016	2018	11053	Dengue virus
AF100466	None	None	1999	11060	Dengue virus
KU216209	India	2013	2016	11069	Dengue virus
FJ639831	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
JF808129	Paraguay: Asuncion (Central)	2003	2013	11069	Dengue virus
GQ868600	Puerto Rico	1969	2009	11060	Dengue virus
KY672960	China	2015	2019	11070	Dengue virus
MW946057	Thailand	2006	2021	11053	Dengue virus
GU131782	Viet Nam: South	2008	2009	11053	Dengue virus
EU482606	Venezuela: Aragua	2007	2008	11060	Dengue virus
FJ547090	Nicaragua: Managua	2007	2009	11060	Dengue virus
FJ850112	Venezuela: District Federal Caracas	2004	2009	11060	Dengue virus
AY732480	Thailand: Bangkok	1994	2005	11053	Dengue virus
EU482572	USA: Puerto Rico	1987	2008	11060	Dengue virus
KM279546	Singapore	2012	2015	11060	Dengue virus
GQ199883	USA: Puerto Rico	1996	2009	11070	Dengue virus
JN406514	Australia	1998	2012	11069	Dengue virus
KX380838	Singapore	2013	2016	11060	Dengue virus
FJ432722	Viet Nam: South	2007	2009	11069	Dengue virus
GQ868643	Venezuela: Aragua	2007	2009	11070	Dengue virus
EU482686	Nicaragua: Managua	2006	2008	11060	Dengue virus
FJ906956	Nicaragua: Managua	2005	2009	11060	Dengue virus
KC692503	Argentina: Buenos Aires	2009	2014	11053	Dengue virus
FJ744701	Venezuela: Aragua	2004	2009	11053	Dengue virus
KY586841	Thailand	2010	2017	12637	Dengue virus
KJ189361	Puerto Rico	2010	2014	11053	Dengue virus
KJ189317	Mexico	2007	2014	11053	Dengue virus
EU482788	Viet Nam: south	2003	2008	11060	Dengue virus
FJ469907	Singapore	2003	2009	11053	Dengue virus
MN018368	China: Guangdong Province	2013	2020	11069	Dengue virus
KY586576	Thailand	2001	2017	12637	Dengue virus
FJ373298	Viet Nam: South	2007	2008	11053	Dengue virus
FJ205880	Viet Nam: South	2007	2008	11060	Dengue virus
HQ332179	Venezuela	2007	2012	11053	Dengue virus
GQ398275	Puerto Rico	1994	2010	11060	Dengue virus
EU482494	Viet Nam: south	2007	2008	11053	Dengue virus
MW362471	Thailand	2005	2021	11053	Dengue virus
FJ898457	Ecuador	2000	2009	11069	Dengue virus
MF156234	China	2015	2018	11060	Dengue virus
GU131862	Brazil: Sao Paulo	2007	2009	11069	Dengue virus
FJ850057	USA: Puerto Rico	1995	2009	11070	Dengue virus
EU569718	USA: Puerto Rico	1997	2008	11060	Dengue virus
MF156243	China	2015	2018	11060	Dengue virus
FJ898461	Belize	2002	2009	11060	Dengue virus
GQ398271	Puerto Rico	1994	2010	11060	Dengue virus
MH822948	India	2012	2018	11060	Dengue virus
MW946241	Thailand	1996	2021	11053	Dengue virus
MW945978	Thailand	2000	2021	11053	Dengue virus
EU359009	China	None	2008	11060	Dengue virus
KF955364	Puerto Rico	2006	2014	11060	Dengue virus
FJ639704	Cambodia: KCH	2003	2009	11060	Dengue virus
MW946044	Thailand	2006	2021	11053	Dengue virus
KF955446	Viet Nam	2008	2014	11053	Dengue virus
KJ189284	Peru	2008	2014	11069	Dengue virus
JN819403	Nicaragua: Managua	2006	2011	11053	Dengue virus
KM403629	Singapore	2013	2016	11053	Dengue virus
MF033216	Singapore	2014	2018	11053	Dengue virus
GU131958	Mexico: Yucatan	2006	2009	11053	Dengue virus
AY858050	Indonesia: Jakarta	None	2005	11070	Dengue virus
MH822944	India	2012	2018	11060	Dengue virus
GQ199826	Viet Nam: South	2007	2009	11053	Dengue virus
KX380802	Singapore	2012	2016	11053	Dengue virus
HQ891316	Sri Lanka	2009	2011	11053	Dengue virus
GU289914	Thailand	1974	2009	11060	Dengue virus
MF033213	Singapore	2014	2018	11053	Dengue virus
MW946021	Thailand	1999	2021	11053	Dengue virus
KJ189261	Peru	2008	2014	11069	Dengue virus
MK783198	China	2018	2021	11060	Dengue virus
KX452056	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
MW945925	Thailand	1995	2021	11053	Dengue virus
EU660395	Viet Nam: South	2007	2008	11053	Dengue virus
EU482800	Viet Nam: south	2006	2008	11053	Dengue virus
FJ024435	Viet Nam: South	2007	2008	11053	Dengue virus
MW946013	Thailand	1996	2021	11053	Dengue virus
MH110575	China: Hangzhou	2017	2018	11060	Dengue virus
MW945981	Thailand	2010	2021	11053	Dengue virus
KY586684	Thailand	1998	2017	12637	Dengue virus
HQ541787	Nicaragua: Managua	2007	2011	11060	Dengue virus
FJ024480	Nicaragua: Managua	2005	2008	11053	Dengue virus
FJ639685	Cambodia: BTB	2005	2009	11053	Dengue virus
KY586664	Thailand	1995	2017	12637	Dengue virus
EU687246	Thailand: Bangkok	1994	2008	11060	Dengue virus
KJ189289	Peru	2008	2014	11069	Dengue virus
KP723479	China: Guangdong	2010	2015	11060	Dengue virus
MK783209	China	2018	2021	11060	Dengue virus
EU569697	Nicaragua: Managua	2007	2008	11060	Dengue virus
GQ868645	Venezuela: Aragua	2007	2009	11070	Dengue virus
KY586939	Thailand	1995	2017	12637	Dengue virus
FJ205873	USA: Puerto Rico	1998	2008	11053	Dengue virus
MK543450	China	2018	2019	11060	Dengue virus
HM631853	Cambodia: KCH	2007	2010	11053	Dengue virus
FJ898462	Anguilla	2001	2009	11069	Dengue virus
GQ199856	Viet Nam: South	2006	2009	11053	Dengue virus
KJ189306	Mexico	2011	2014	11053	Dengue virus
MW945848	Thailand	1998	2021	11053	Dengue virus
LC428079	Viet Nam	2017	2019	11053	Dengue virus
MW946001	Thailand	2003	2021	11053	Dengue virus
JF808124	Brazil: Marituba (Para)	2003	2013	11069	Dengue virus
FJ182040	USA: Puerto Rico	2005	2008	11069	Dengue virus
MN448645	Thailand	2011	2020	11053	Dengue virus
MW946030	Thailand	1980	2021	11053	Dengue virus
KF973481	Nicaragua	2011	2014	11069	Dengue virus
EU179860	Brunei	2005	2007	11053	Dengue virus
LC410189	Thailand	2016	2018	11060	Dengue virus
EU482464	Viet Nam: south	2006	2008	11060	Dengue virus
MN018395	China: Guangdong Province	2015	2020	11070	Dengue virus
FJ850063	Nicaragua: Leon	2000	2009	11060	Dengue virus
KC762691	Indonesia: Makassar	2008	2015	11069	Dengue virus
MH048677	Malaysia	2014	2020	11069	Dengue virus
FJ882555	Viet Nam: South	2007	2009	11053	Dengue virus
FJ898432	Nicaragua: Managua	2007	2009	11060	Dengue virus
MN448640	Thailand	2010	2020	11053	Dengue virus
MW512366	Singapore	2011	2021	11060	Dengue virus
KX380834	Singapore	2013	2016	11060	Dengue virus
KY586499	Thailand	2006	2017	12637	Dengue virus
FJ461328	Viet Nam: South	2007	2009	11053	Dengue virus
EU677166	Viet Nam: South	2007	2008	11053	Dengue virus
KY586598	Thailand	2004	2017	12637	Dengue virus
GQ868561	Colombia: Santander	1999	2009	11053	Dengue virus
KY586461	Thailand	2006	2017	12637	Dengue virus
EU249493	Viet Nam: south	2006	2008	11053	Dengue virus
JF730052	Nicaragua: Managua	2009	2011	11060	Dengue virus
MW946110	Thailand	2010	2021	11053	Dengue virus
MF940253	China	2015	2019	11060	Dengue virus
KF973469	Nicaragua	2012	2014	11053	Dengue virus
KY586496	Thailand	2006	2017	12637	Dengue virus
KY586507	Thailand	2000	2017	12637	Dengue virus
EF629369	Brazil	None	2007	11069	Dengue virus
MK564478	China: Guangzhou	2016	2019	11060	Dengue virus
FJ882569	Viet Nam: South	2004	2009	11053	Dengue virus
KF289072	India	2011	2014	11053	Dengue virus
KY057370	Indonesia: Surabaya	2012	2018	11053	Dengue virus
FJ898419	Viet Nam: South	2006	2009	11053	Dengue virus
KY474306	Ecuador: Machala	2014	2018	11053	Dengue virus
MW946126	Thailand	1994	2021	11053	Dengue virus
KJ596667	Brazil: Nossa Senhora do Livramento, MT	2012	2015	11070	Dengue virus
KR028435	China: Guangzhou	2014	2015	11053	Dengue virus
EU854294	Colombia: Guaviare	2005	2008	11060	Dengue virus
LC335876	Japan:Tokyo, Shibuya, Meiji Jingu	2014	2018	11053	Dengue virus
KP188540	Brazil	2011	2016	11053	Dengue virus
FJ410198	Viet Nam: South	2007	2008	11053	Dengue virus
FJ639765	Venezuela: Aragua	2001	2009	11069	Dengue virus
EU482706	Viet Nam: south	2006	2008	11053	Dengue virus
GU131932	Cambodia: KCH	2008	2009	11060	Dengue virus
JQ287666	Nicaragua: Managua	2009	2012	11053	Dengue virus
JF920395	Nicaragua: Managua	2009	2011	11069	Dengue virus
MW945954	Thailand	2006	2021	11053	Dengue virus
KJ918750	India	2007	2014	11060	Dengue virus
FJ410209	Viet Nam: South	2007	2008	11053	Dengue virus
KC762657	Indonesia: Makassar	2008	2015	11060	Dengue virus
EU249492	Viet Nam: south	2006	2008	11053	Dengue virus
EU482476	Viet Nam: south	2003	2008	11053	Dengue virus
FJ410206	Viet Nam: South	2007	2008	11053	Dengue virus
KY923048	Malaysia: Sabah	2015	2017	11060	Dengue virus
MW946167	Thailand	1994	2021	11053	Dengue virus
KY586406	Thailand	2002	2017	12637	Dengue virus
EU569721	Viet Nam: South	2006	2008	11060	Dengue virus
AY732476	Thailand: Bangkok	1980	2005	11053	Dengue virus
MT832046	Philippines	2013	2021	11053	Dengue virus
KY849756	Laos: Vientiane	2009	2018	11060	Dengue virus
KC294208	Peru: Iquitos	2011	2014	11060	Dengue virus
HG316481	Thailand	2010	2013	11053	Dengue virus
FJ850066	Nicaragua: Leon	2000	2009	11060	Dengue virus
MH827533	China	2017	2019	11060	Dengue virus
FJ432726	Viet Nam: South	2007	2009	11060	Dengue virus
EU081221	Singapore	2005	2007	11069	Dengue virus
FJ639688	Cambodia: KCH	2007	2009	11053	Dengue virus
MN018290	China: Guangdong Province	2016	2020	11053	Dengue virus
KY586425	Thailand	2007	2017	12637	Dengue virus
GU131882	Brazil: Sao Paulo	2008	2009	11060	Dengue virus
FJ410289	Viet Nam: South	2007	2008	11053	Dengue virus
EU482649	Viet Nam: south	2006	2008	11060	Dengue virus
JQ915075	French Polynesia: Tahiti	2009	2013	11053	Dengue virus
MG679801	Myanmar	2017	2018	11053	Dengue virus
HQ026763	Brazil	2008	2011	11060	Dengue virus
GQ398288	Puerto Rico	1994	2010	11060	Dengue virus
KY474324	Ecuador: Machala	2014	2018	11060	Dengue virus
MN448661	Thailand	2011	2020	11053	Dengue virus
MG877557	Gabon	2012	2018	11053	Dengue virus
GU131895	Cambodia: TAK	2009	2009	11053	Dengue virus
KF955473	Brazil	2002	2014	11069	Dengue virus
GQ398273	Puerto Rico	1994	2010	11060	Dengue virus
JF937600	Viet Nam: South	2008	2011	11053	Dengue virus
MN018354	China: Guangdong Province	2017	2020	11060	Dengue virus
MW945833	Thailand	2012	2021	11053	Dengue virus
MF033222	Singapore	2014	2018	11053	Dengue virus
HM756275	Nicaragua: Managua	2009	2010	11069	Dengue virus
MH822954	India	2015	2018	11060	Dengue virus
KM279535	Singapore	2012	2015	11060	Dengue virus
FM210246	Viet Nam:South	2005	2008	11060	Dengue virus
EU081204	Singapore	2005	2007	11069	Dengue virus
FJ432740	Viet Nam: South	2007	2009	11053	Dengue virus
KJ189333	Mexico	2008	2014	11053	Dengue virus
MG721055	India	2016	2019	11060	Dengue virus
EU482546	USA: Puerto Rico	1998	2008	11060	Dengue virus
JQ513344	Brazil: Manaus-AM	2011	2012	11070	Dengue virus
KX059020	Sri Lanka	2012	2017	12637	Dengue virus
KY586520	Thailand	1998	2017	12637	Dengue virus
MF940241	China	2015	2019	11060	Dengue virus
EU687223	USA: Puerto Rico	2000	2008	11060	Dengue virus
GU131838	Venezuela: Aragua	2006	2009	11053	Dengue virus
HM582104	American Samoa	1972	2010	11060	Dengue virus
MW945960	Thailand	2011	2021	11053	Dengue virus
FJ744708	Nicaragua: Managua	2007	2009	11060	Dengue virus
EU482720	USA: Puerto Rico	2006	2008	11060	Dengue virus
GQ868499	Mexico: Quintana Roo	2006	2009	11053	Dengue virus
FJ182022	Viet Nam: South	2007	2008	11053	Dengue virus
JX286521	Brazil	2010	2013	11060	Dengue virus
LC410200	Thailand	2016	2018	11070	Dengue virus
MW945817	Thailand	2012	2021	11053	Dengue virus
MW946247	Thailand	1997	2021	11053	Dengue virus
MN566111	New Caledonia	2018	2020	11060	Dengue virus
EU482577	USA: Puerto Rico	1987	2008	11060	Dengue virus
JX649147	Viet Nam	1995	2013	11060	Dengue virus
MW946215	Thailand	2006	2021	11053	Dengue virus
JQ045643	Viet Nam	None	2012	11053	Dengue virus
GU131933	Cambodia: KCH	2006	2009	11069	Dengue virus
FJ461315	Viet Nam: South	2007	2009	11053	Dengue virus
KY586894	Thailand	2002	2017	12637	Dengue virus
EU596498	Nicaragua: Managua	2007	2008	11060	Dengue virus
KY586829	Thailand	2010	2017	12637	Dengue virus
KY586854	Thailand	2004	2017	12637	Dengue virus
MW945788	Thailand	2001	2021	11053	Dengue virus
JN983813	Brazil: Boa Vista, Roraima State	2010	2012	11070	Dengue virus
GU131887	Cambodia: KCH	2006	2009	11053	Dengue virus
MW793460	Thailand	2021	2021	11070	Dengue virus
FJ898388	Viet Nam: South	2005	2009	11053	Dengue virus
FJ547061	Viet Nam: South	2007	2009	11069	Dengue virus
EF105386	Burkina Faso	1980	2007	11060	Dengue virus
MW945879	Thailand	1994	2021	11053	Dengue virus
KM403618	Singapore	2013	2016	11053	Dengue virus
FJ898479	Nicaragua: Managua	2007	2009	11060	Dengue virus
GU131690	Viet Nam: South	2008	2009	11053	Dengue virus
KJ622194	China	2013	2015	11069	Dengue virus
MG840578	China	2017	2019	11053	Dengue virus
KY586750	Thailand	2002	2017	12637	Dengue virus
KY586422	Thailand	2006	2017	12637	Dengue virus
KT187561	China: Guangdong	2014	2015	11053	Dengue virus
MH110594	China: Hangzhou	2017	2018	11060	Dengue virus
GQ398296	Puerto Rico	1994	2010	11060	Dengue virus
FJ850117	Nicaragua: Managua	2000	2009	11060	Dengue virus
EU687231	USA: Puerto Rico	2001	2008	11060	Dengue virus
KY849749	Laos: Salavan	2008	2018	11053	Dengue virus
KJ189302	Colombia	1998	2014	11053	Dengue virus
AF100469	None	None	1999	11060	Dengue virus
KY586703	Thailand	2006	2017	12637	Dengue virus
FJ882525	Viet Nam: South	2006	2009	11053	Dengue virus
GU131779	Viet Nam: South	2008	2009	11053	Dengue virus
MW946006	Thailand	2010	2021	11053	Dengue virus
KY586729	Thailand	2006	2017	12637	Dengue virus
KY586848	Thailand	2004	2017	12637	Dengue virus
FJ898456	Samoa	1995	2009	11069	Dengue virus
KY586471	Thailand	2006	2017	12637	Dengue virus
MH827548	China	2017	2019	11060	Dengue virus
HM181977	Nicaragua: Managua	2009	2010	11069	Dengue virus
KX452061	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
KJ189291	Peru	2008	2014	11069	Dengue virus
FJ410217	Viet Nam: South	2007	2008	11060	Dengue virus
KC294200	Peru: Puerto Maldonado	2007	2014	11060	Dengue virus
HM181963	Viet Nam: South	2008	2010	11053	Dengue virus
MG779200	Kenya	2017	2018	11060	Dengue virus
KX620455	China	2014	2017	11053	Dengue virus
GU131682	Viet Nam: South	2008	2009	11053	Dengue virus
KJ622191	China	2013	2015	11069	Dengue virus
FJ639715	Cambodia: PRV	2008	2009	11069	Dengue virus
GU131853	Brazil: Sao Paulo	2006	2009	11069	Dengue virus
HQ541797	Nicaragua: Managua	2009	2011	11069	Dengue virus
KF973485	Nicaragua	2011	2014	11069	Dengue virus
MG840536	China	2014	2019	11053	Dengue virus
KJ701507	Pakistan	2013	2015	11060	Dengue virus
MT832051	Philippines	2012	2021	11053	Dengue virus
MN448604	Thailand	2011	2020	11053	Dengue virus
KM279571	Singapore	2012	2015	11060	Dengue virus
JQ287661	Viet Nam: South	2006	2012	11053	Dengue virus
GU131805	Viet Nam: South	2008	2009	11053	Dengue virus
MW946155	Thailand	2006	2021	11053	Dengue virus
GQ868606	Viet Nam: South	2006	2009	11053	Dengue virus
KJ189358	Puerto Rico	2012	2014	11053	Dengue virus
KY586435	Thailand	2006	2017	12637	Dengue virus
MW512446	Singapore	2015	2021	11060	Dengue virus
EU920833	French Guiana	2000	2014	11060	Dengue virus
FJ898377	Viet Nam: South	2007	2009	11053	Dengue virus
JF920397	Nicaragua: Managua	2010	2011	11069	Dengue virus
MW945845	Thailand	1994	2021	11053	Dengue virus
JN903578	India	2007	2012	11053	Dengue virus
GQ199879	USA: Puerto Rico	1994	2009	11070	Dengue virus
KY849714	Laos: Salavan	2009	2018	11053	Dengue virus
EU482601	Nicaragua: Managua	2007	2008	11060	Dengue virus
FJ182012	Colombia: Guaviare	2005	2008	11060	Dengue virus
MW946165	Thailand	2001	2021	11053	Dengue virus
EU781135	USA: Puerto Rico	2005	2008	11060	Dengue virus
FJ882520	Viet Nam: South	2006	2009	11053	Dengue virus
JX286518	Brazil	2010	2013	11060	Dengue virus
MW946047	Thailand	2011	2021	11053	Dengue virus
MK783189	China	2017	2021	11060	Dengue virus
MW946171	Thailand	2005	2021	11053	Dengue virus
KF041235	Pakistan: Karachi	2009	2013	11060	Dengue virus
EU081227	Singapore	2005	2007	11053	Dengue virus
EU482728	USA: Puerto Rico	1998	2008	11060	Dengue virus
KY586332	Thailand	2006	2017	12637	Dengue virus
